ticket_id,fecha_hora,fecha,hora,producto,categoria,cantidad,precio_unitario,total,medio_pago
T-20260503-2481,2026-05-03 19:16:06,2026-05-03,19,Papas Bravas,Comida,2,6500,13000,Debito
T-20260503-6569,2026-05-03 19:01:06,2026-05-03,19,Papas Bravas,Comida,1,6500,6500,Credito
T-20260503-6646,2026-05-03 22:26:06,2026-05-03,22,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260503-1772,2026-05-03 13:54:06,2026-05-03,13,Hamburguesa Clásica,Comida,2,8900,17800,Transferencia
T-20260503-1772,2026-05-03 13:54:06,2026-05-03,13,Hamburguesa Clásica,Comida,3,8900,26700,Credito
T-20260503-1772,2026-05-03 13:54:06,2026-05-03,13,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260503-1772,2026-05-03 13:54:06,2026-05-03,13,Tabla Para Compartir,Comida,3,14900,44700,Debito
T-20260503-3870,2026-05-03 22:48:06,2026-05-03,22,Papas Bravas,Comida,1,6500,6500,Debito
T-20260503-3870,2026-05-03 22:48:06,2026-05-03,22,Bebida Lata,Bebidas,1,2000,2000,Debito
T-20260503-6567,2026-05-03 21:07:06,2026-05-03,21,Cerveza IPA,Bebidas,2,4500,9000,Credito
T-20260503-6567,2026-05-03 21:07:06,2026-05-03,21,Hamburguesa Clásica,Comida,3,8900,26700,Credito
T-20260503-6272,2026-05-03 12:28:06,2026-05-03,12,Tabla Para Compartir,Comida,2,14900,29800,Credito
T-20260503-8685,2026-05-03 13:58:06,2026-05-03,13,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260503-8685,2026-05-03 13:58:06,2026-05-03,13,Tabla Para Compartir,Comida,2,14900,29800,Credito
T-20260503-8685,2026-05-03 13:58:06,2026-05-03,13,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260503-8685,2026-05-03 13:58:06,2026-05-03,13,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260503-3583,2026-05-03 15:12:06,2026-05-03,15,Papas Bravas,Comida,1,6500,6500,Credito
T-20260503-3583,2026-05-03 15:12:06,2026-05-03,15,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260503-3583,2026-05-03 15:12:06,2026-05-03,15,Tabla Para Compartir,Comida,2,14900,29800,Credito
T-20260503-3583,2026-05-03 15:12:06,2026-05-03,15,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260503-9943,2026-05-03 19:30:06,2026-05-03,19,Bebida Lata,Bebidas,1,2000,2000,Credito
T-20260503-9943,2026-05-03 19:30:06,2026-05-03,19,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260503-9943,2026-05-03 19:30:06,2026-05-03,19,Papas Bravas,Comida,2,6500,13000,Debito
T-20260503-3855,2026-05-03 22:49:06,2026-05-03,22,Papas Bravas,Comida,1,6500,6500,Debito
T-20260503-3855,2026-05-03 22:49:06,2026-05-03,22,Hamburguesa Clásica,Comida,2,8900,17800,Efectivo
T-20260503-3855,2026-05-03 22:49:06,2026-05-03,22,Hamburguesa Clásica,Comida,3,8900,26700,Credito
T-20260503-3855,2026-05-03 22:49:06,2026-05-03,22,Hamburguesa Clásica,Comida,2,8900,17800,Debito
T-20260503-9017,2026-05-03 12:34:06,2026-05-03,12,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260503-9017,2026-05-03 12:34:06,2026-05-03,12,Hamburguesa Clásica,Comida,3,8900,26700,Credito
T-20260503-9017,2026-05-03 12:34:06,2026-05-03,12,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260503-9017,2026-05-03 12:34:06,2026-05-03,12,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260503-6758,2026-05-03 18:44:06,2026-05-03,18,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260503-6758,2026-05-03 18:44:06,2026-05-03,18,Tabla Para Compartir,Comida,1,14900,14900,Credito
T-20260503-8395,2026-05-03 22:26:06,2026-05-03,22,Pisco Sour,Bebidas,1,5500,5500,Credito
T-20260503-8395,2026-05-03 22:26:06,2026-05-03,22,Tabla Para Compartir,Comida,3,14900,44700,Debito
T-20260503-8395,2026-05-03 22:26:06,2026-05-03,22,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260503-8395,2026-05-03 22:26:06,2026-05-03,22,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260503-2997,2026-05-03 21:44:06,2026-05-03,21,Pisco Sour,Bebidas,1,5500,5500,Debito
T-20260503-2997,2026-05-03 21:44:06,2026-05-03,21,Papas Bravas,Comida,2,6500,13000,Debito
T-20260503-2997,2026-05-03 21:44:06,2026-05-03,21,Bebida Lata,Bebidas,1,2000,2000,Efectivo
T-20260503-8035,2026-05-03 22:25:06,2026-05-03,22,Hamburguesa Clásica,Comida,1,8900,8900,Credito
T-20260503-8035,2026-05-03 22:25:06,2026-05-03,22,Papas Bravas,Comida,3,6500,19500,Debito
T-20260503-8035,2026-05-03 22:25:06,2026-05-03,22,Tabla Para Compartir,Comida,2,14900,29800,Debito
T-20260503-3310,2026-05-03 12:19:06,2026-05-03,12,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260503-3310,2026-05-03 12:19:06,2026-05-03,12,Hamburguesa Clásica,Comida,2,8900,17800,Efectivo
T-20260503-6483,2026-05-03 16:56:06,2026-05-03,16,Hamburguesa Clásica,Comida,1,8900,8900,Credito
T-20260503-6483,2026-05-03 16:56:06,2026-05-03,16,Hamburguesa Clásica,Comida,2,8900,17800,Transferencia
T-20260503-6483,2026-05-03 16:56:06,2026-05-03,16,Papas Bravas,Comida,2,6500,13000,Debito
T-20260503-6678,2026-05-03 14:52:06,2026-05-03,14,Papas Bravas,Comida,1,6500,6500,Efectivo
T-20260503-8306,2026-05-03 16:33:06,2026-05-03,16,Bebida Lata,Bebidas,3,2000,6000,Efectivo
T-20260503-8306,2026-05-03 16:33:06,2026-05-03,16,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260503-7443,2026-05-03 12:54:06,2026-05-03,12,Cerveza IPA,Bebidas,2,4500,9000,Credito
T-20260503-7443,2026-05-03 12:54:06,2026-05-03,12,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260503-7443,2026-05-03 12:54:06,2026-05-03,12,Bebida Lata,Bebidas,1,2000,2000,Transferencia
T-20260503-5491,2026-05-03 15:43:06,2026-05-03,15,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260503-5491,2026-05-03 15:43:06,2026-05-03,15,Papas Bravas,Comida,2,6500,13000,Debito
T-20260503-5491,2026-05-03 15:43:06,2026-05-03,15,Pisco Sour,Bebidas,1,5500,5500,Debito
T-20260503-3939,2026-05-03 14:10:06,2026-05-03,14,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260503-3939,2026-05-03 14:10:06,2026-05-03,14,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260503-4837,2026-05-03 16:38:06,2026-05-03,16,Hamburguesa Clásica,Comida,1,8900,8900,Debito
T-20260503-4837,2026-05-03 16:38:06,2026-05-03,16,Hamburguesa Clásica,Comida,1,8900,8900,Transferencia
T-20260503-4837,2026-05-03 16:38:06,2026-05-03,16,Bebida Lata,Bebidas,3,2000,6000,Transferencia
T-20260503-6703,2026-05-03 19:27:06,2026-05-03,19,Papas Bravas,Comida,3,6500,19500,Debito
T-20260503-6703,2026-05-03 19:27:06,2026-05-03,19,Tabla Para Compartir,Comida,2,14900,29800,Efectivo
T-20260503-6703,2026-05-03 19:27:06,2026-05-03,19,Hamburguesa Clásica,Comida,3,8900,26700,Efectivo
T-20260503-7839,2026-05-03 20:37:06,2026-05-03,20,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260503-7839,2026-05-03 20:37:06,2026-05-03,20,Hamburguesa Clásica,Comida,1,8900,8900,Debito
T-20260503-7390,2026-05-03 15:39:06,2026-05-03,15,Cerveza IPA,Bebidas,2,4500,9000,Efectivo
T-20260503-7390,2026-05-03 15:39:06,2026-05-03,15,Tabla Para Compartir,Comida,1,14900,14900,Credito
T-20260503-5190,2026-05-03 16:50:06,2026-05-03,16,Tabla Para Compartir,Comida,2,14900,29800,Credito
T-20260503-5190,2026-05-03 16:50:06,2026-05-03,16,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260503-5190,2026-05-03 16:50:06,2026-05-03,16,Tabla Para Compartir,Comida,1,14900,14900,Credito
T-20260503-5190,2026-05-03 16:50:06,2026-05-03,16,Pisco Sour,Bebidas,1,5500,5500,Credito
T-20260503-3629,2026-05-03 21:41:06,2026-05-03,21,Bebida Lata,Bebidas,1,2000,2000,Debito
T-20260503-6670,2026-05-03 13:56:06,2026-05-03,13,Hamburguesa Clásica,Comida,1,8900,8900,Credito
T-20260503-6670,2026-05-03 13:56:06,2026-05-03,13,Tabla Para Compartir,Comida,2,14900,29800,Debito
T-20260503-3691,2026-05-03 17:01:06,2026-05-03,17,Pisco Sour,Bebidas,1,5500,5500,Credito
T-20260503-4659,2026-05-03 16:18:06,2026-05-03,16,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260503-4659,2026-05-03 16:18:06,2026-05-03,16,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260503-5995,2026-05-03 23:40:06,2026-05-03,23,Bebida Lata,Bebidas,3,2000,6000,Credito
T-20260503-2061,2026-05-03 14:01:06,2026-05-03,14,Bebida Lata,Bebidas,1,2000,2000,Debito
T-20260503-2061,2026-05-03 14:01:06,2026-05-03,14,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260503-2061,2026-05-03 14:01:06,2026-05-03,14,Hamburguesa Clásica,Comida,1,8900,8900,Credito
T-20260503-7847,2026-05-03 14:22:06,2026-05-03,14,Tabla Para Compartir,Comida,2,14900,29800,Debito
T-20260503-7847,2026-05-03 14:22:06,2026-05-03,14,Papas Bravas,Comida,2,6500,13000,Credito
T-20260503-7847,2026-05-03 14:22:06,2026-05-03,14,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260503-2185,2026-05-03 12:58:06,2026-05-03,12,Tabla Para Compartir,Comida,3,14900,44700,Debito
T-20260503-2185,2026-05-03 12:58:06,2026-05-03,12,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260503-2185,2026-05-03 12:58:06,2026-05-03,12,Hamburguesa Clásica,Comida,2,8900,17800,Debito
T-20260503-2185,2026-05-03 12:58:06,2026-05-03,12,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260503-4415,2026-05-03 15:12:06,2026-05-03,15,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260503-4415,2026-05-03 15:12:06,2026-05-03,15,Papas Bravas,Comida,3,6500,19500,Debito
T-20260503-8603,2026-05-03 13:04:06,2026-05-03,13,Pisco Sour,Bebidas,1,5500,5500,Debito
T-20260503-8603,2026-05-03 13:04:06,2026-05-03,13,Tabla Para Compartir,Comida,2,14900,29800,Debito
T-20260503-8603,2026-05-03 13:04:06,2026-05-03,13,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260503-8603,2026-05-03 13:04:06,2026-05-03,13,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260503-2873,2026-05-03 21:28:06,2026-05-03,21,Papas Bravas,Comida,2,6500,13000,Debito
T-20260503-2873,2026-05-03 21:28:06,2026-05-03,21,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260503-2873,2026-05-03 21:28:06,2026-05-03,21,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260503-9757,2026-05-03 20:55:06,2026-05-03,20,Pisco Sour,Bebidas,1,5500,5500,Efectivo
T-20260503-9757,2026-05-03 20:55:06,2026-05-03,20,Pisco Sour,Bebidas,1,5500,5500,Debito
T-20260503-9757,2026-05-03 20:55:06,2026-05-03,20,Papas Bravas,Comida,2,6500,13000,Credito
T-20260503-3230,2026-05-03 16:49:06,2026-05-03,16,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260503-3230,2026-05-03 16:49:06,2026-05-03,16,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260503-3230,2026-05-03 16:49:06,2026-05-03,16,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260503-3230,2026-05-03 16:49:06,2026-05-03,16,Pisco Sour,Bebidas,1,5500,5500,Credito
T-20260503-1611,2026-05-03 20:16:06,2026-05-03,20,Hamburguesa Clásica,Comida,2,8900,17800,Efectivo
T-20260503-1611,2026-05-03 20:16:06,2026-05-03,20,Hamburguesa Clásica,Comida,1,8900,8900,Debito
T-20260503-1611,2026-05-03 20:16:06,2026-05-03,20,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260503-1611,2026-05-03 20:16:06,2026-05-03,20,Hamburguesa Clásica,Comida,3,8900,26700,Credito
T-20260503-6336,2026-05-03 15:30:06,2026-05-03,15,Bebida Lata,Bebidas,2,2000,4000,Credito
T-20260503-5605,2026-05-03 16:07:06,2026-05-03,16,Hamburguesa Clásica,Comida,1,8900,8900,Debito
T-20260503-8259,2026-05-03 23:58:06,2026-05-03,23,Papas Bravas,Comida,2,6500,13000,Debito
T-20260503-8259,2026-05-03 23:58:06,2026-05-03,23,Papas Bravas,Comida,2,6500,13000,Transferencia
T-20260503-2646,2026-05-03 23:05:06,2026-05-03,23,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260503-2646,2026-05-03 23:05:06,2026-05-03,23,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260503-9595,2026-05-03 19:08:06,2026-05-03,19,Bebida Lata,Bebidas,3,2000,6000,Credito
T-20260503-9595,2026-05-03 19:08:06,2026-05-03,19,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260503-1868,2026-05-03 21:03:06,2026-05-03,21,Cerveza IPA,Bebidas,2,4500,9000,Credito
T-20260503-1868,2026-05-03 21:03:06,2026-05-03,21,Papas Bravas,Comida,3,6500,19500,Debito
T-20260503-1868,2026-05-03 21:03:06,2026-05-03,21,Pisco Sour,Bebidas,2,5500,11000,Efectivo
T-20260503-7064,2026-05-03 15:17:06,2026-05-03,15,Cerveza IPA,Bebidas,3,4500,13500,Credito
T-20260503-7064,2026-05-03 15:17:06,2026-05-03,15,Cerveza IPA,Bebidas,2,4500,9000,Credito
T-20260503-6271,2026-05-03 18:33:06,2026-05-03,18,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260503-2040,2026-05-03 20:43:06,2026-05-03,20,Bebida Lata,Bebidas,1,2000,2000,Debito
T-20260503-7365,2026-05-03 13:24:06,2026-05-03,13,Pisco Sour,Bebidas,2,5500,11000,Credito
T-20260503-3101,2026-05-03 14:21:06,2026-05-03,14,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260503-2495,2026-05-03 12:38:06,2026-05-03,12,Papas Bravas,Comida,2,6500,13000,Debito
T-20260503-2495,2026-05-03 12:38:06,2026-05-03,12,Pisco Sour,Bebidas,1,5500,5500,Debito
T-20260503-2495,2026-05-03 12:38:06,2026-05-03,12,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260503-2495,2026-05-03 12:38:06,2026-05-03,12,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260503-8533,2026-05-03 21:47:06,2026-05-03,21,Bebida Lata,Bebidas,2,2000,4000,Efectivo
T-20260503-8533,2026-05-03 21:47:06,2026-05-03,21,Hamburguesa Clásica,Comida,2,8900,17800,Debito
T-20260503-4873,2026-05-03 12:28:06,2026-05-03,12,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260503-4873,2026-05-03 12:28:06,2026-05-03,12,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260503-4873,2026-05-03 12:28:06,2026-05-03,12,Tabla Para Compartir,Comida,2,14900,29800,Debito
T-20260503-4873,2026-05-03 12:28:06,2026-05-03,12,Tabla Para Compartir,Comida,2,14900,29800,Credito
T-20260503-5017,2026-05-03 21:47:06,2026-05-03,21,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260503-5017,2026-05-03 21:47:06,2026-05-03,21,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260503-5017,2026-05-03 21:47:06,2026-05-03,21,Papas Bravas,Comida,1,6500,6500,Debito
T-20260503-5017,2026-05-03 21:47:06,2026-05-03,21,Hamburguesa Clásica,Comida,3,8900,26700,Debito
T-20260503-1069,2026-05-03 23:07:06,2026-05-03,23,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260503-1069,2026-05-03 23:07:06,2026-05-03,23,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260503-1069,2026-05-03 23:07:06,2026-05-03,23,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260503-1069,2026-05-03 23:07:06,2026-05-03,23,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260503-4992,2026-05-03 16:50:06,2026-05-03,16,Bebida Lata,Bebidas,1,2000,2000,Credito
T-20260503-4992,2026-05-03 16:50:06,2026-05-03,16,Bebida Lata,Bebidas,3,2000,6000,Efectivo
T-20260503-2774,2026-05-03 12:23:06,2026-05-03,12,Tabla Para Compartir,Comida,2,14900,29800,Transferencia
T-20260503-2774,2026-05-03 12:23:06,2026-05-03,12,Tabla Para Compartir,Comida,2,14900,29800,Debito
T-20260503-2774,2026-05-03 12:23:06,2026-05-03,12,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260503-6457,2026-05-03 23:19:06,2026-05-03,23,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260503-6457,2026-05-03 23:19:06,2026-05-03,23,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260503-6457,2026-05-03 23:19:06,2026-05-03,23,Tabla Para Compartir,Comida,1,14900,14900,Transferencia
T-20260503-6457,2026-05-03 23:19:06,2026-05-03,23,Hamburguesa Clásica,Comida,1,8900,8900,Debito
T-20260504-9363,2026-05-04 18:18:06,2026-05-04,18,Hamburguesa Clásica,Comida,1,8900,8900,Credito
T-20260504-9363,2026-05-04 18:18:06,2026-05-04,18,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260504-9363,2026-05-04 18:18:06,2026-05-04,18,Hamburguesa Clásica,Comida,2,8900,17800,Debito
T-20260504-9363,2026-05-04 18:18:06,2026-05-04,18,Bebida Lata,Bebidas,3,2000,6000,Credito
T-20260504-8520,2026-05-04 12:26:06,2026-05-04,12,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260504-8999,2026-05-04 23:02:06,2026-05-04,23,Hamburguesa Clásica,Comida,2,8900,17800,Debito
T-20260504-8999,2026-05-04 23:02:06,2026-05-04,23,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260504-8999,2026-05-04 23:02:06,2026-05-04,23,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260504-8999,2026-05-04 23:02:06,2026-05-04,23,Bebida Lata,Bebidas,1,2000,2000,Debito
T-20260504-4768,2026-05-04 13:28:06,2026-05-04,13,Hamburguesa Clásica,Comida,3,8900,26700,Debito
T-20260504-4768,2026-05-04 13:28:06,2026-05-04,13,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260504-4768,2026-05-04 13:28:06,2026-05-04,13,Tabla Para Compartir,Comida,3,14900,44700,Debito
T-20260504-8708,2026-05-04 19:57:06,2026-05-04,19,Tabla Para Compartir,Comida,3,14900,44700,Efectivo
T-20260504-2369,2026-05-04 13:18:06,2026-05-04,13,Papas Bravas,Comida,1,6500,6500,Efectivo
T-20260504-2369,2026-05-04 13:18:06,2026-05-04,13,Papas Bravas,Comida,1,6500,6500,Debito
T-20260504-2369,2026-05-04 13:18:06,2026-05-04,13,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260504-2369,2026-05-04 13:18:06,2026-05-04,13,Bebida Lata,Bebidas,2,2000,4000,Credito
T-20260504-3401,2026-05-04 21:06:06,2026-05-04,21,Cerveza IPA,Bebidas,3,4500,13500,Credito
T-20260504-3401,2026-05-04 21:06:06,2026-05-04,21,Cerveza IPA,Bebidas,3,4500,13500,Efectivo
T-20260504-2431,2026-05-04 14:35:06,2026-05-04,14,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260504-2431,2026-05-04 14:35:06,2026-05-04,14,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260504-2431,2026-05-04 14:35:06,2026-05-04,14,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260504-2431,2026-05-04 14:35:06,2026-05-04,14,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260504-4407,2026-05-04 21:53:06,2026-05-04,21,Papas Bravas,Comida,1,6500,6500,Transferencia
T-20260504-3456,2026-05-04 21:37:06,2026-05-04,21,Tabla Para Compartir,Comida,2,14900,29800,Credito
T-20260504-3456,2026-05-04 21:37:06,2026-05-04,21,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260504-3456,2026-05-04 21:37:06,2026-05-04,21,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260504-3456,2026-05-04 21:37:06,2026-05-04,21,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260504-3266,2026-05-04 15:38:06,2026-05-04,15,Pisco Sour,Bebidas,1,5500,5500,Credito
T-20260504-3266,2026-05-04 15:38:06,2026-05-04,15,Papas Bravas,Comida,3,6500,19500,Credito
T-20260504-9002,2026-05-04 15:45:06,2026-05-04,15,Hamburguesa Clásica,Comida,1,8900,8900,Debito
T-20260504-9002,2026-05-04 15:45:06,2026-05-04,15,Papas Bravas,Comida,3,6500,19500,Credito
T-20260504-9002,2026-05-04 15:45:06,2026-05-04,15,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260504-8241,2026-05-04 21:09:06,2026-05-04,21,Papas Bravas,Comida,1,6500,6500,Debito
T-20260504-8241,2026-05-04 21:09:06,2026-05-04,21,Cerveza IPA,Bebidas,2,4500,9000,Credito
T-20260504-5848,2026-05-04 14:17:06,2026-05-04,14,Tabla Para Compartir,Comida,3,14900,44700,Debito
T-20260504-5848,2026-05-04 14:17:06,2026-05-04,14,Tabla Para Compartir,Comida,3,14900,44700,Credito
T-20260504-5848,2026-05-04 14:17:06,2026-05-04,14,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260504-5848,2026-05-04 14:17:06,2026-05-04,14,Hamburguesa Clásica,Comida,1,8900,8900,Transferencia
T-20260504-5891,2026-05-04 23:44:06,2026-05-04,23,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260504-5891,2026-05-04 23:44:06,2026-05-04,23,Papas Bravas,Comida,2,6500,13000,Credito
T-20260504-3967,2026-05-04 19:02:06,2026-05-04,19,Tabla Para Compartir,Comida,3,14900,44700,Credito
T-20260504-3967,2026-05-04 19:02:06,2026-05-04,19,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260504-9665,2026-05-04 18:32:06,2026-05-04,18,Pisco Sour,Bebidas,2,5500,11000,Credito
T-20260504-6339,2026-05-04 12:25:06,2026-05-04,12,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260504-6339,2026-05-04 12:25:06,2026-05-04,12,Papas Bravas,Comida,1,6500,6500,Credito
T-20260504-2063,2026-05-04 19:33:06,2026-05-04,19,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260504-2063,2026-05-04 19:33:06,2026-05-04,19,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260504-2063,2026-05-04 19:33:06,2026-05-04,19,Bebida Lata,Bebidas,1,2000,2000,Credito
T-20260504-7828,2026-05-04 15:24:06,2026-05-04,15,Pisco Sour,Bebidas,1,5500,5500,Credito
T-20260504-1945,2026-05-04 13:22:06,2026-05-04,13,Cerveza IPA,Bebidas,1,4500,4500,Efectivo
T-20260504-1945,2026-05-04 13:22:06,2026-05-04,13,Papas Bravas,Comida,1,6500,6500,Debito
T-20260504-1945,2026-05-04 13:22:06,2026-05-04,13,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260504-1945,2026-05-04 13:22:06,2026-05-04,13,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260504-3459,2026-05-04 23:52:06,2026-05-04,23,Tabla Para Compartir,Comida,3,14900,44700,Debito
T-20260504-3459,2026-05-04 23:52:06,2026-05-04,23,Bebida Lata,Bebidas,2,2000,4000,Credito
T-20260504-3459,2026-05-04 23:52:06,2026-05-04,23,Tabla Para Compartir,Comida,2,14900,29800,Efectivo
T-20260504-8856,2026-05-04 23:57:06,2026-05-04,23,Papas Bravas,Comida,3,6500,19500,Debito
T-20260504-8856,2026-05-04 23:57:06,2026-05-04,23,Cerveza IPA,Bebidas,1,4500,4500,Transferencia
T-20260504-3237,2026-05-04 22:47:06,2026-05-04,22,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260504-3237,2026-05-04 22:47:06,2026-05-04,22,Hamburguesa Clásica,Comida,2,8900,17800,Debito
T-20260504-3018,2026-05-04 13:40:06,2026-05-04,13,Bebida Lata,Bebidas,2,2000,4000,Efectivo
T-20260504-3018,2026-05-04 13:40:06,2026-05-04,13,Papas Bravas,Comida,1,6500,6500,Credito
T-20260504-3018,2026-05-04 13:40:06,2026-05-04,13,Pisco Sour,Bebidas,1,5500,5500,Debito
T-20260504-3018,2026-05-04 13:40:06,2026-05-04,13,Pisco Sour,Bebidas,1,5500,5500,Debito
T-20260504-5978,2026-05-04 14:32:06,2026-05-04,14,Tabla Para Compartir,Comida,1,14900,14900,Credito
T-20260504-5978,2026-05-04 14:32:06,2026-05-04,14,Bebida Lata,Bebidas,1,2000,2000,Debito
T-20260504-5978,2026-05-04 14:32:06,2026-05-04,14,Papas Bravas,Comida,2,6500,13000,Debito
T-20260504-5273,2026-05-04 17:41:06,2026-05-04,17,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260504-5273,2026-05-04 17:41:06,2026-05-04,17,Tabla Para Compartir,Comida,2,14900,29800,Credito
T-20260504-7738,2026-05-04 19:15:06,2026-05-04,19,Cerveza IPA,Bebidas,3,4500,13500,Credito
T-20260504-3400,2026-05-04 22:50:06,2026-05-04,22,Papas Bravas,Comida,1,6500,6500,Credito
T-20260504-3400,2026-05-04 22:50:06,2026-05-04,22,Hamburguesa Clásica,Comida,2,8900,17800,Debito
T-20260504-3400,2026-05-04 22:50:06,2026-05-04,22,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260504-4602,2026-05-04 19:21:06,2026-05-04,19,Bebida Lata,Bebidas,3,2000,6000,Efectivo
T-20260504-4602,2026-05-04 19:21:06,2026-05-04,19,Tabla Para Compartir,Comida,2,14900,29800,Efectivo
T-20260504-4602,2026-05-04 19:21:06,2026-05-04,19,Papas Bravas,Comida,3,6500,19500,Transferencia
T-20260504-4602,2026-05-04 19:21:06,2026-05-04,19,Tabla Para Compartir,Comida,3,14900,44700,Debito
T-20260504-7004,2026-05-04 21:23:06,2026-05-04,21,Pisco Sour,Bebidas,3,5500,16500,Transferencia
T-20260504-7004,2026-05-04 21:23:06,2026-05-04,21,Tabla Para Compartir,Comida,3,14900,44700,Debito
T-20260504-5467,2026-05-04 17:54:06,2026-05-04,17,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260504-5467,2026-05-04 17:54:06,2026-05-04,17,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260504-6436,2026-05-04 14:52:06,2026-05-04,14,Papas Bravas,Comida,1,6500,6500,Credito
T-20260504-6436,2026-05-04 14:52:06,2026-05-04,14,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260504-8810,2026-05-04 18:02:06,2026-05-04,18,Pisco Sour,Bebidas,2,5500,11000,Credito
T-20260504-8810,2026-05-04 18:02:06,2026-05-04,18,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260504-6425,2026-05-04 12:31:06,2026-05-04,12,Tabla Para Compartir,Comida,3,14900,44700,Debito
